,id_cryptopunk,bids,for_sale,attribute,amount,amount_dols,date,tipo,tr_type
720,2653,0,1,Earring,100.0,437932.0,2021-12-09,Male,Offered
721,2653,0,1,Handlebars,100.0,437932.0,2021-12-09,Male,Offered
722,2653,0,1,Do-rag,100.0,437932.0,2021-12-09,Male,Offered
723,2656,0,1,Handlebars,127.0,309303.0,2022-01-25,Male,Offered
724,2662,0,1,Luxurious Beard,250.0,1020000.0,2021-10-20,Male,Offered
725,2662,0,1,Mohawk Dark,250.0,1020000.0,2021-10-20,Male,Offered
726,2662,0,1,Eye Patch,250.0,1020000.0,2021-10-20,Male,Offered
727,2672,0,1,Earring,124.0,300645.0,2022-01-25,Male,Offered
728,2672,0,1,Purple Hair,124.0,300645.0,2022-01-25,Male,Offered
729,2672,0,1,Frown,124.0,300645.0,2022-01-25,Male,Offered
730,2672,0,1,Muttonchops,124.0,300645.0,2022-01-25,Male,Offered
731,2683,0,1,Front Beard Dark,160.0,529619.0,2021-10-02,Male,Offered
732,2683,0,1,Peak Spike,160.0,529619.0,2021-10-02,Male,Offered
733,2684,0,1,Vampire Hair,0.0,0.0,2021-09-03,Male,Offered
734,2684,0,1,Muttonchops,0.0,0.0,2021-09-03,Male,Offered
735,2687,0,1,Mustache,110.0,418769.0,2021-12-20,Male,Offered
736,2687,0,1,Bandana,110.0,418769.0,2021-12-20,Male,Offered
737,2687,0,1,Big Shades,110.0,418769.0,2021-12-20,Male,Offered
738,2687,0,1,Mole,110.0,418769.0,2021-12-20,Male,Offered
739,2715,0,1,Earring,131.0,511882.0,2021-12-19,Male,Offered
740,2715,0,1,Medical Mask,131.0,511882.0,2021-12-19,Male,Offered
741,2715,0,1,Frown,131.0,511882.0,2021-12-19,Male,Offered
742,2715,0,1,Luxurious Beard,131.0,511882.0,2021-12-19,Male,Offered
743,2723,0,1,Wild White Hair,200.0,905112.0,2021-12-02,Female,Offered
744,2723,0,1,Big Shades,200.0,905112.0,2021-12-02,Female,Offered
745,2723,0,1,Earring,200.0,905112.0,2021-12-02,Female,Offered
746,2726,0,1,Fedora,175.0,564242.0,2022-01-20,Male,Offered
747,2726,0,1,Luxurious Beard,175.0,564242.0,2022-01-20,Male,Offered
748,2726,0,1,Small Shades,175.0,564242.0,2022-01-20,Male,Offered
749,2726,0,1,Earring,175.0,564242.0,2022-01-20,Male,Offered
750,2735,0,1,Vape,200.0,702634.0,2021-10-12,Female,Offered
751,2735,0,1,Crazy Hair,200.0,702634.0,2021-10-12,Female,Offered
752,2735,0,1,Hot Lipstick,200.0,702634.0,2021-10-12,Female,Offered
753,2738,0,1,Cigarette,0.0,0.0,2021-12-09,Male,Offered
754,2738,0,1,Clown Eyes Green,0.0,0.0,2021-12-09,Male,Offered
755,2738,0,1,Stringy Hair,0.0,0.0,2021-12-09,Male,Offered
756,2740,0,1,Straight Hair Blonde,500.0,1570000.0,2021-08-27,Female,Offered
757,2740,0,1,Gold Chain,500.0,1570000.0,2021-08-27,Female,Offered
758,2740,0,1,Purple Lipstick,500.0,1570000.0,2021-08-27,Female,Offered
759,2743,0,1,Straight Hair Dark,325.0,1260000.0,2021-10-17,Female,Offered
760,2743,0,1,Regular Shades,325.0,1260000.0,2021-10-17,Female,Offered
761,2743,0,1,Black Lipstick,325.0,1260000.0,2021-10-17,Female,Offered
762,2749,0,1,Headband,128.69,559925.0,2021-10-30,Male,Offered
763,2749,0,1,Big Shades,128.69,559925.0,2021-10-30,Male,Offered
764,2753,0,1,Earring,300.0,1340000.0,2021-11-02,Male,Offered
765,2753,0,1,Gold Chain,300.0,1340000.0,2021-11-02,Male,Offered
766,2753,0,1,Police Cap,300.0,1340000.0,2021-11-02,Male,Offered
767,2753,0,1,Eye Mask,300.0,1340000.0,2021-11-02,Male,Offered
768,2758,0,1,Cap Forward,420.69,1030000.0,2022-01-26,Male,Offered
769,2758,0,1,Clown Eyes Green,420.69,1030000.0,2022-01-26,Male,Offered
770,2758,0,1,Cigarette,420.69,1030000.0,2022-01-26,Male,Offered
771,2767,0,1,Rosy Cheeks,288.0,1250000.0,2021-10-30,Male,Offered
772,2767,0,1,Do-rag,288.0,1250000.0,2021-10-30,Male,Offered
773,2767,0,1,Regular Shades,288.0,1250000.0,2021-10-30,Male,Offered
774,2774,0,1,Earring,98.0,368505.0,2022-01-01,Male,Offered
775,2774,0,1,Stringy Hair,98.0,368505.0,2022-01-01,Male,Offered
776,2774,0,1,Nerd Glasses,98.0,368505.0,2022-01-01,Male,Offered
777,2780,0,1,Crazy Hair,149.0,678294.0,2021-11-14,Male,Offered
778,2780,0,1,Nerd Glasses,149.0,678294.0,2021-11-14,Male,Offered
779,2780,0,1,Earring,149.0,678294.0,2021-11-14,Male,Offered
780,2804,0,1,Spots,450.0,1450000.0,2021-08-28,Male,Offered
781,2804,0,1,Shaved Head,450.0,1450000.0,2021-08-28,Male,Offered
782,2804,0,1,Nerd Glasses,450.0,1450000.0,2021-08-28,Male,Offered
783,2806,0,1,Purple Hair,135.0,562460.0,2021-11-27,Male,Offered
784,2806,0,1,Goat,135.0,562460.0,2021-11-27,Male,Offered
785,2810,0,1,Do-rag,194.4,621536.0,2021-08-29,Male,Offered
786,2810,0,1,Nerd Glasses,194.4,621536.0,2021-08-29,Male,Offered
787,2816,0,1,Straight Hair Dark,200.0,489242.0,2022-01-24,Female,Offered
788,2816,0,1,Clown Nose,200.0,489242.0,2022-01-24,Female,Offered
789,2816,0,1,Clown Eyes Blue,200.0,489242.0,2022-01-24,Female,Offered
790,2824,0,1,Mustache,488.66,1730000.0,2021-09-17,Male,Offered
791,2824,0,1,Knitted Cap,488.66,1730000.0,2021-09-17,Male,Offered
792,2828,0,1,Earring,225.0,995123.0,2021-11-06,Female,Offered
793,2828,0,1,Pigtails,225.0,995123.0,2021-11-06,Female,Offered
794,2828,0,1,Clown Eyes Green,225.0,995123.0,2021-11-06,Female,Offered
795,2831,0,1,Wild White Hair,299.0,1170000.0,2021-09-07,Female,Offered
796,2831,0,1,Big Shades,299.0,1170000.0,2021-09-07,Female,Offered
797,2831,0,1,Black Lipstick,299.0,1170000.0,2021-09-07,Female,Offered
798,2853,0,1,Normal Beard,249.0,1070000.0,2021-10-31,Male,Offered
799,2853,0,1,Wild Hair,249.0,1070000.0,2021-10-31,Male,Offered
800,2862,0,1,Headband,300.0,1050000.0,2021-05-17,Male,Offered
801,2862,0,1,Muttonchops,300.0,1050000.0,2021-05-17,Male,Offered
802,2879,0,1,Purple Hair,145.0,685112.0,2021-11-08,Male,Offered
803,2879,0,1,Muttonchops,145.0,685112.0,2021-11-08,Male,Offered
804,2887,0,1,Top Hat,0.0,0.0,2021-08-06,Male,Offered
805,2887,0,1,Luxurious Beard,0.0,0.0,2021-08-06,Male,Offered
806,2892,0,1,Top Hat,600.0,1950000.0,2021-08-28,Male,Offered
807,2892,0,1,Normal Beard,600.0,1950000.0,2021-08-28,Male,Offered
808,2892,0,1,VR,600.0,1950000.0,2021-08-28,Male,Offered
809,2898,0,1,Big Shades,87.95,229848.0,2022-01-26,Male,Offered
810,2898,0,1,Earring,87.95,229848.0,2022-01-26,Male,Offered
811,2898,0,1,Do-rag,87.95,229848.0,2022-01-26,Male,Offered
812,2904,0,1,Bandana,600.0,1940000.0,2021-08-28,Female,Offered
813,2904,0,1,Hot Lipstick,600.0,1940000.0,2021-08-28,Female,Offered
814,2904,0,1,Choker,600.0,1940000.0,2021-08-28,Female,Offered
815,2904,0,1,Clown Eyes Blue,600.0,1940000.0,2021-08-28,Female,Offered
816,2905,0,1,Earring,87.87,367771.0,2021-12-09,Female,Offered
817,2905,0,1,Knitted Cap,87.87,367771.0,2021-12-09,Female,Offered
818,2905,0,1,Hot Lipstick,87.87,367771.0,2021-12-09,Female,Offered
819,2909,0,1,Pilot Helmet,490.0,1590000.0,2021-08-28,Female,Offered
820,2909,0,1,Black Lipstick,490.0,1590000.0,2021-08-28,Female,Offered
821,2929,1,1,Frumpy Hair,88.88,291517.0,2022-01-14,Male,Offered
822,2929,1,1,Eye Patch,88.88,291517.0,2022-01-14,Male,Offered
823,2932,0,1,Front Beard,800.0,2470000.0,2021-08-26,Male,Offered
824,2947,0,1,Earring,296.0,954455.0,2021-08-28,Male,Offered
825,2947,0,1,Front Beard Dark,296.0,954455.0,2021-08-28,Male,Offered
826,2947,0,1,Small Shades,296.0,954455.0,2021-08-28,Male,Offered
827,2947,0,1,Bandana,296.0,954455.0,2021-08-28,Male,Offered
828,2957,0,1,Mohawk,350.0,1310000.0,2021-10-14,Male,Offered
829,2957,0,1,Mole,350.0,1310000.0,2021-10-14,Male,Offered
830,2957,0,1,Cigarette,350.0,1310000.0,2021-10-14,Male,Offered
831,2957,0,1,Earring,350.0,1310000.0,2021-10-14,Male,Offered
832,2960,0,1,Medical Mask,500.0,1280000.0,2021-08-02,Female,Offered
833,2960,0,1,Tassle Hat,500.0,1280000.0,2021-08-02,Female,Offered
834,2965,0,1,Normal Beard,110.0,528915.0,2021-11-09,Male,Offered
835,2965,0,1,Shaved Head,110.0,528915.0,2021-11-09,Male,Offered
836,2965,0,1,Horned Rim Glasses,110.0,528915.0,2021-11-09,Male,Offered
837,2976,0,1,Headband,140.0,604073.0,2021-11-01,Male,Offered
838,2976,0,1,Regular Shades,140.0,604073.0,2021-11-01,Male,Offered
839,2978,0,1,Pink With Hat,350.0,1200000.0,2021-09-01,Female,Offered
840,2978,0,1,Regular Shades,350.0,1200000.0,2021-09-01,Female,Offered
841,2978,0,1,Black Lipstick,350.0,1200000.0,2021-09-01,Female,Offered
842,2980,0,1,Cap Forward,280.0,1300000.0,2021-11-30,Male,Offered
843,2980,0,1,Mustache,280.0,1300000.0,2021-11-30,Male,Offered
844,2980,0,1,VR,280.0,1300000.0,2021-11-30,Male,Offered
845,2993,0,1,Front Beard Dark,149.99,486703.0,2021-08-28,Male,Offered
846,2993,0,1,Do-rag,149.99,486703.0,2021-08-28,Male,Offered
847,2993,0,1,Horned Rim Glasses,149.99,486703.0,2021-08-28,Male,Offered
848,2997,0,1,Clown Hair Green,144.95,361536.0,2022-01-25,Female,Offered
849,2997,0,1,Clown Eyes Green,144.95,361536.0,2022-01-25,Female,Offered
850,3000,0,1,Frumpy Hair,300.0,1050000.0,2021-05-17,Male,Offered
851,3000,0,1,Normal Beard,300.0,1050000.0,2021-05-17,Male,Offered
852,3001,0,1,Vampire Hair,89.95,221252.0,2022-01-26,Male,Offered
853,3001,0,1,Nerd Glasses,89.95,221252.0,2022-01-26,Male,Offered
854,3004,0,1,Earring,138.0,536983.0,2021-12-04,Female,Offered
855,3004,0,1,Mohawk,138.0,536983.0,2021-12-04,Female,Offered
856,3004,0,1,Nerd Glasses,138.0,536983.0,2021-12-04,Female,Offered
857,3004,0,1,Purple Lipstick,138.0,536983.0,2021-12-04,Female,Offered
858,3007,0,1,Wild Hair,350.0,1680000.0,2021-11-09,Male,Offered
859,3007,0,1,3D Glasses,350.0,1680000.0,2021-11-09,Male,Offered
860,3011,1,1,Vampire Hair,0.0,0.0,2021-11-28,Male,Offered
861,3011,1,1,Frown,0.0,0.0,2021-11-28,Male,Offered
862,3011,1,1,Normal Beard,0.0,0.0,2021-11-28,Male,Offered
863,3011,1,1,Pipe,0.0,0.0,2021-11-28,Male,Offered
864,3011,1,1,Small Shades,0.0,0.0,2021-11-28,Male,Offered
865,3011,1,1,Earring,0.0,0.0,2021-11-28,Male,Offered
866,3015,1,1,Crazy Hair,129.9,523840.0,2021-12-28,Female,Offered
867,3015,1,1,Hot Lipstick,129.9,523840.0,2021-12-28,Female,Offered
868,3015,1,1,Welding Goggles,129.9,523840.0,2021-12-28,Female,Offered
869,3027,0,1,Front Beard Dark,240.0,1140000.0,2021-11-08,Male,Offered
870,3027,0,1,3D Glasses,240.0,1140000.0,2021-11-08,Male,Offered
871,3027,0,1,Bandana,240.0,1140000.0,2021-11-08,Male,Offered
872,3030,0,1,Stringy Hair,87.0,353353.0,2021-11-27,Female,Offered
873,3030,0,1,Clown Eyes Blue,87.0,353353.0,2021-11-27,Female,Offered
874,3034,0,1,Bandana,333.0,1140000.0,2021-09-19,Female,Offered
875,3034,0,1,Hot Lipstick,333.0,1140000.0,2021-09-19,Female,Offered
876,3034,0,1,Green Eye Shadow,333.0,1140000.0,2021-09-19,Female,Offered
877,3042,0,1,Clown Eyes Blue,99.0,425605.0,2021-11-24,Female,Offered
878,3042,0,1,Mohawk,99.0,425605.0,2021-11-24,Female,Offered
879,3042,0,1,Black Lipstick,99.0,425605.0,2021-11-24,Female,Offered
880,3046,0,1,Cap,123.0,321447.0,2022-01-26,Male,Offered
881,3046,0,1,Classic Shades,123.0,321447.0,2022-01-26,Male,Offered
882,3046,0,1,Earring,123.0,321447.0,2022-01-26,Male,Offered
883,3051,0,1,Purple Lipstick,81.0,197493.0,2022-01-25,Female,Offered
884,3051,0,1,Red Mohawk,81.0,197493.0,2022-01-25,Female,Offered
885,3051,0,1,Earring,81.0,197493.0,2022-01-25,Female,Offered
886,3054,0,1,Messy Hair,250.0,796625.0,2022-01-07,Male,Offered
887,3054,0,1,Small Shades,250.0,796625.0,2022-01-07,Male,Offered
888,3062,0,1,Earring,180.17,581729.0,2021-08-28,Male,Offered
889,3062,0,1,Luxurious Beard,180.17,581729.0,2021-08-28,Male,Offered
890,3062,0,1,Shaved Head,180.17,581729.0,2021-08-28,Male,Offered
891,3063,0,1,Clown Hair Green,126.99,571350.0,2021-11-06,Male,Offered
892,3063,0,1,Handlebars,126.99,571350.0,2021-11-06,Male,Offered
893,3064,0,1,Cowboy Hat,164.99,401827.0,2022-01-25,Male,Offered
894,3064,0,1,Horned Rim Glasses,164.99,401827.0,2022-01-25,Male,Offered
895,3064,0,1,Earring,164.99,401827.0,2022-01-25,Male,Offered
896,3077,0,1,Classic Shades,420.0,1360000.0,2021-08-28,Male,Offered
897,3077,0,1,Cowboy Hat,420.0,1360000.0,2021-08-28,Male,Offered
898,3084,0,1,Rosy Cheeks,140.0,563049.0,2021-12-22,Female,Offered
899,3084,0,1,Mohawk Dark,140.0,563049.0,2021-12-22,Female,Offered
900,3084,0,1,Regular Shades,140.0,563049.0,2021-12-22,Female,Offered
901,3084,0,1,Black Lipstick,140.0,563049.0,2021-12-22,Female,Offered
902,3085,0,1,Frumpy Hair,249.99,806095.0,2021-08-28,Male,Offered
903,3085,0,1,Earring,249.99,806095.0,2021-08-28,Male,Offered
904,3085,0,1,Normal Beard Black,249.99,806095.0,2021-08-28,Male,Offered
905,3085,0,1,VR,249.99,806095.0,2021-08-28,Male,Offered
906,3100,0,1,Headband,0.0,0.0,2021-08-30,Alien,Offered
907,3114,0,1,Knitted Cap,200.0,922792.0,2021-11-07,Male,Offered
908,3114,0,1,Classic Shades,200.0,922792.0,2021-11-07,Male,Offered
909,3117,1,1,Crazy Hair,175.0,811202.0,2021-11-14,Male,Offered
910,3117,1,1,Regular Shades,175.0,811202.0,2021-11-14,Male,Offered
911,3117,1,1,Frown,175.0,811202.0,2021-11-14,Male,Offered
912,3121,0,1,Eye Mask,142.5,452546.0,2021-08-29,Male,Offered
913,3121,0,1,Stringy Hair,142.5,452546.0,2021-08-29,Male,Offered
914,3123,0,1,Muttonchops,150.0,507165.0,2021-09-07,Male,Offered
915,3123,0,1,Cap,150.0,507165.0,2021-09-07,Male,Offered
916,3123,0,1,Small Shades,150.0,507165.0,2021-09-07,Male,Offered
917,3123,0,1,Cigarette,150.0,507165.0,2021-09-07,Male,Offered
918,3133,0,1,Front Beard Dark,450.0,1430000.0,2021-08-30,Male,Offered
919,3133,0,1,Crazy Hair,450.0,1430000.0,2021-08-30,Male,Offered
920,3144,0,1,Cowboy Hat,250.0,947750.0,2022-01-03,Male,Offered
921,3144,0,1,Normal Beard Black,250.0,947750.0,2022-01-03,Male,Offered
922,3149,0,1,Purple Eye Shadow,0.0,0.0,2021-10-29,Female,Offered
923,3149,0,1,Mohawk,0.0,0.0,2021-10-29,Female,Offered
924,3149,0,1,Black Lipstick,0.0,0.0,2021-10-29,Female,Offered
925,3150,0,1,Mohawk,329.0,1240000.0,2021-09-02,Male,Offered
926,3150,0,1,Eye Patch,329.0,1240000.0,2021-09-02,Male,Offered
927,3167,0,1,Knitted Cap,169.99,789012.0,2021-11-13,Male,Offered
928,3167,0,1,3D Glasses,169.99,789012.0,2021-11-13,Male,Offered
929,3167,0,1,Earring,169.99,789012.0,2021-11-13,Male,Offered
930,3177,0,1,Clown Hair Green,119.99,567899.0,2021-11-11,Male,Offered
931,3177,0,1,Frown,119.99,567899.0,2021-11-11,Male,Offered
932,3177,0,1,Luxurious Beard,119.99,567899.0,2021-11-11,Male,Offered
933,3182,0,1,Rosy Cheeks,499.99,103208.0,2018-11-13,Male,Offered
934,3182,0,1,Cap,499.99,103208.0,2018-11-13,Male,Offered
935,3185,0,1,Messy Hair,96.99,253473.0,2022-01-26,Female,Offered
936,3185,0,1,Purple Lipstick,96.99,253473.0,2022-01-26,Female,Offered
937,3185,0,1,Earring,96.99,253473.0,2022-01-26,Female,Offered
938,3188,0,1,Purple Hair,156.0,664165.0,2021-11-19,Male,Offered
939,3188,0,1,Front Beard,156.0,664165.0,2021-11-19,Male,Offered
940,3193,0,1,Peak Spike,101.0,311538.0,2022-01-19,Male,Offered
941,3193,0,1,Clown Eyes Green,101.0,311538.0,2022-01-19,Male,Offered
942,3195,0,1,Mohawk Thin,101.0,426026.0,2021-12-06,Male,Offered
943,3195,0,1,Front Beard Dark,101.0,426026.0,2021-12-06,Male,Offered
944,3196,0,1,Goat,299.0,946407.0,2021-08-30,Male,Offered
945,3196,0,1,Knitted Cap,299.0,946407.0,2021-08-30,Male,Offered
946,3196,0,1,Horned Rim Glasses,299.0,946407.0,2021-08-30,Male,Offered
947,3196,0,1,Cigarette,299.0,946407.0,2021-08-30,Male,Offered
948,3196,0,1,Earring,299.0,946407.0,2021-08-30,Male,Offered
949,3197,0,1,Top Hat,445.0,1880000.0,2021-11-01,Male,Offered
950,3197,0,1,Smile,445.0,1880000.0,2021-11-01,Male,Offered
951,3197,0,1,Regular Shades,445.0,1880000.0,2021-11-01,Male,Offered
952,3209,0,1,Mohawk Dark,129.99,342925.0,2022-01-26,Male,Offered
953,3209,0,1,Earring,129.99,342925.0,2022-01-26,Male,Offered
954,3209,0,1,3D Glasses,129.99,342925.0,2022-01-26,Male,Offered
955,3210,0,1,Crazy Hair,180.0,683512.0,2021-09-03,Female,Offered
956,3210,0,1,Nerd Glasses,180.0,683512.0,2021-09-03,Female,Offered
957,3210,0,1,Purple Lipstick,180.0,683512.0,2021-09-03,Female,Offered
958,3221,1,1,Mohawk,149.0,504292.0,2021-09-15,Female,Offered
959,3221,1,1,Black Lipstick,149.0,504292.0,2021-09-15,Female,Offered
960,3221,1,1,Vape,149.0,504292.0,2021-09-15,Female,Offered
961,3221,1,1,Earring,149.0,504292.0,2021-09-15,Female,Offered
962,3233,0,1,Shadow Beard,0.0,0.0,2022-01-04,Male,Offered
963,3233,0,1,Big Shades,0.0,0.0,2022-01-04,Male,Offered
964,3233,0,1,Hoodie,0.0,0.0,2022-01-04,Male,Offered
965,3238,0,1,Earring,888.0,1580000.0,2021-02-17,Male,Offered
966,3238,0,1,Messy Hair,888.0,1580000.0,2021-02-17,Male,Offered
967,3238,0,1,Regular Shades,888.0,1580000.0,2021-02-17,Male,Offered
968,3241,0,1,Mohawk,120.0,544572.0,2021-11-05,Female,Offered
969,3241,0,1,Purple Lipstick,120.0,544572.0,2021-11-05,Female,Offered
970,3262,0,1,Clown Nose,180.0,833557.0,2021-11-03,Male,Offered
971,3262,0,1,Muttonchops,180.0,833557.0,2021-11-03,Male,Offered
972,3262,0,1,Frumpy Hair,180.0,833557.0,2021-11-03,Male,Offered
973,3262,0,1,Regular Shades,180.0,833557.0,2021-11-03,Male,Offered
974,3263,0,1,Black Lipstick,130.0,316610.0,2022-01-25,Female,Offered
975,3263,0,1,Orange Side,130.0,316610.0,2022-01-25,Female,Offered
976,3265,0,1,Mohawk Thin,130.0,315106.0,2022-01-25,Male,Offered
977,3265,0,1,3D Glasses,130.0,315106.0,2022-01-25,Male,Offered
978,3272,0,1,Small Shades,324.0,992571.0,2021-08-13,Male,Offered
979,3272,0,1,Mohawk,324.0,992571.0,2021-08-13,Male,Offered
980,3290,0,1,Hot Lipstick,500.0,1620000.0,2021-08-28,Female,Offered
981,3290,0,1,Red Mohawk,500.0,1620000.0,2021-08-28,Female,Offered
982,3290,0,1,Earring,500.0,1620000.0,2021-08-28,Female,Offered
983,3293,0,1,Wild White Hair,175.0,433079.0,2022-01-26,Female,Offered
984,3293,0,1,Earring,175.0,433079.0,2022-01-26,Female,Offered
985,3293,0,1,Nerd Glasses,175.0,433079.0,2022-01-26,Female,Offered
986,3293,0,1,Hot Lipstick,175.0,433079.0,2022-01-26,Female,Offered
987,3301,0,1,Half Shaved,121.0,466050.0,2021-12-15,Female,Offered
988,3301,0,1,Nerd Glasses,121.0,466050.0,2021-12-15,Female,Offered
989,3301,0,1,Hot Lipstick,121.0,466050.0,2021-12-15,Female,Offered
990,3317,0,1,Top Hat,279.0,1200000.0,2021-12-08,Male,Offered
991,3317,0,1,Front Beard,279.0,1200000.0,2021-12-08,Male,Offered
992,3319,0,1,Headband,150.0,573188.0,2021-12-20,Male,Offered
993,3319,0,1,Vape,150.0,573188.0,2021-12-20,Male,Offered
994,3320,0,1,Frumpy Hair,144.0,618391.0,2021-11-16,Male,Offered
995,3320,0,1,Shadow Beard,144.0,618391.0,2021-11-16,Male,Offered
996,3334,0,1,Dark Hair,99.0,236048.0,2022-01-23,Female,Offered
997,3334,0,1,Green Eye Shadow,99.0,236048.0,2022-01-23,Female,Offered
998,3342,0,1,Bandana,175.0,726418.0,2021-12-05,Male,Offered
999,3342,0,1,Spots,175.0,726418.0,2021-12-05,Male,Offered
1000,3342,0,1,Normal Beard,175.0,726418.0,2021-12-05,Male,Offered
1001,3342,0,1,Earring,175.0,726418.0,2021-12-05,Male,Offered
1002,3344,0,1,Crazy Hair,0.0,0.0,2021-09-01,Female,Offered
1003,3344,0,1,Purple Lipstick,0.0,0.0,2021-09-01,Female,Offered
1004,3348,1,1,Wild Hair,0.0,0.0,2020-10-13,Female,Offered
1005,3348,1,1,Mole,0.0,0.0,2020-10-13,Female,Offered
1006,3348,1,1,Hot Lipstick,0.0,0.0,2020-10-13,Female,Offered
1007,3356,0,1,Knitted Cap,111.1,500082.0,2021-11-02,Female,Offered
1008,3356,0,1,Regular Shades,111.1,500082.0,2021-11-02,Female,Offered
1009,3361,1,1,Cigarette,180.0,849623.0,2021-11-08,Female,Offered
1010,3361,1,1,Earring,180.0,849623.0,2021-11-08,Female,Offered
1011,3361,1,1,Stringy Hair,180.0,849623.0,2021-11-08,Female,Offered
1012,3361,1,1,Nerd Glasses,180.0,849623.0,2021-11-08,Female,Offered
1013,3361,1,1,Black Lipstick,180.0,849623.0,2021-11-08,Female,Offered
1014,3368,0,1,Silver Chain,110.0,512449.0,2021-11-11,Male,Offered
1015,3368,0,1,Fedora,110.0,512449.0,2021-11-11,Male,Offered
1016,3368,0,1,Mole,110.0,512449.0,2021-11-11,Male,Offered
1017,3383,0,1,Stringy Hair,109.0,356243.0,2022-01-17,Male,Offered
1018,3383,0,1,Medical Mask,109.0,356243.0,2022-01-17,Male,Offered
1019,3383,0,1,Handlebars,109.0,356243.0,2022-01-17,Male,Offered
1020,3384,0,1,Vampire Hair,205.0,661025.0,2021-08-28,Male,Offered
1021,3384,0,1,Silver Chain,205.0,661025.0,2021-08-28,Male,Offered
1022,3384,0,1,Horned Rim Glasses,205.0,661025.0,2021-08-28,Male,Offered
1023,3386,0,1,Frumpy Hair,0.0,0.0,2021-08-01,Female,Offered
1024,3386,0,1,Big Shades,0.0,0.0,2021-08-01,Female,Offered
1025,3387,0,1,Big Shades,149.96,483548.0,2021-08-28,Male,Offered
1026,3387,0,1,Police Cap,149.96,483548.0,2021-08-28,Male,Offered
1027,3394,0,1,Headband,160.0,566726.0,2021-10-11,Female,Offered
1028,3394,0,1,Horned Rim Glasses,160.0,566726.0,2021-10-11,Female,Offered
1029,3394,0,1,Mole,160.0,566726.0,2021-10-11,Female,Offered
1030,3394,0,1,Hot Lipstick,160.0,566726.0,2021-10-11,Female,Offered
1031,3399,0,1,Black Lipstick,94.0,227909.0,2022-01-25,Female,Offered
1032,3399,0,1,Half Shaved,94.0,227909.0,2022-01-25,Female,Offered
1033,3411,0,1,Mohawk Thin,200.0,645984.0,2021-08-31,Male,Offered
1034,3411,0,1,Smile,200.0,645984.0,2021-08-31,Male,Offered
1035,3413,0,1,Wild Hair,390.0,1090000.0,2021-08-05,Female,Offered
1036,3413,0,1,Clown Eyes Green,390.0,1090000.0,2021-08-05,Female,Offered
1037,3415,0,1,Eye Patch,173.0,585404.0,2021-08-31,Male,Offered
1038,3415,0,1,Smile,173.0,585404.0,2021-08-31,Male,Offered
1039,3415,0,1,Do-rag,173.0,585404.0,2021-08-31,Male,Offered
1040,3432,1,1,Straight Hair Blonde,268.88,1190000.0,2021-11-20,Female,Offered
1041,3432,1,1,Gold Chain,268.88,1190000.0,2021-11-20,Female,Offered
1042,3438,0,1,Frown,165.0,407090.0,2022-01-25,Male,Offered
1043,3438,0,1,Frumpy Hair,165.0,407090.0,2022-01-25,Male,Offered
1044,3438,0,1,Classic Shades,165.0,407090.0,2022-01-25,Male,Offered
1045,3438,0,1,Shadow Beard,165.0,407090.0,2022-01-25,Male,Offered
1046,3438,0,1,Earring,165.0,407090.0,2022-01-25,Male,Offered
1047,3441,0,1,Hot Lipstick,225.0,910276.0,2021-11-27,Female,Offered
1048,3441,0,1,Earring,225.0,910276.0,2021-11-27,Female,Offered
1049,3441,0,1,Half Shaved,225.0,910276.0,2021-11-27,Female,Offered
1050,3441,0,1,3D Glasses,225.0,910276.0,2021-11-27,Female,Offered
1051,3444,0,1,Smile,149.0,352229.0,2022-01-24,Male,Offered
1052,3444,0,1,Cap Forward,149.0,352229.0,2022-01-24,Male,Offered
1053,3444,0,1,Earring,149.0,352229.0,2022-01-24,Male,Offered
1054,3445,0,1,Mohawk Thin,420.0,1340000.0,2021-08-16,Male,Offered
1055,3445,0,1,Shadow Beard,420.0,1340000.0,2021-08-16,Male,Offered
1056,3445,0,1,Nerd Glasses,420.0,1340000.0,2021-08-16,Male,Offered
1057,3452,0,1,Knitted Cap,420.0,1310000.0,2021-09-27,Male,Offered
1058,3452,0,1,Classic Shades,420.0,1310000.0,2021-09-27,Male,Offered
1059,3452,0,1,Shadow Beard,420.0,1310000.0,2021-09-27,Male,Offered
1060,3457,0,1,Wild Blonde,164.98,402114.0,2022-01-25,Female,Offered
1061,3457,0,1,Purple Lipstick,164.98,402114.0,2022-01-25,Female,Offered
1062,3457,0,1,Earring,164.98,402114.0,2022-01-25,Female,Offered
1063,3463,0,1,Fedora,219.69,774040.0,2021-10-05,Male,Offered
1064,3463,0,1,Frown,219.69,774040.0,2021-10-05,Male,Offered
1065,3463,0,1,Vape,219.69,774040.0,2021-10-05,Male,Offered
1066,3465,0,1,Big Shades,143.99,589700.0,2021-10-21,Female,Offered
1067,3465,0,1,Hot Lipstick,143.99,589700.0,2021-10-21,Female,Offered
1068,3465,0,1,Straight Hair,143.99,589700.0,2021-10-21,Female,Offered
1069,3468,0,1,Black Lipstick,250.0,951600.0,2021-12-31,Female,Offered
1070,3468,0,1,Cigarette,250.0,951600.0,2021-12-31,Female,Offered
1071,3468,0,1,Wild White Hair,250.0,951600.0,2021-12-31,Female,Offered
1072,3468,0,1,3D Glasses,250.0,951600.0,2021-12-31,Female,Offered
1073,3478,0,1,Mohawk Thin,198.0,700498.0,2021-09-15,Male,Offered
